	locus_tag
14259	MtrunA17_Chr3g0106671
14260	MtrunA17_Chr3g0106681
14261	MtrunA17_Chr3g0106691
14262	MtrunA17_Chr3g0106701
14263	MtrunA17_Chr3g0106711
14264	MtrunA17_Chr3g0106721
14265	MtrunA17_Chr3g0106731
14266	MtrunA17_Chr3g0106741
14267	MtrunA17_Chr3g0106751
14268	MtrunA17_Chr3g0106761
14269	MtrunA17_Chr3g0106771
14270	MtrunA17_Chr3g0106781
14271	MtrunA17_Chr3g0106791
14272	MtrunA17_Chr3g0106801
14273	MtrunA17_Chr3g0106811
14274	MtrunA17_Chr3g0106821
14275	MtrunA17_Chr3g0106831
14276	MtrunA17_Chr3g0106851
14277	MtrunA17_Chr3g0106861
14278	MtrunA17_Chr3g0106881
14279	MtrunA17_Chr3g0106891
14280	MtrunA17_Chr3g0106901
14281	MtrunA17_Chr3g0106911
14282	MtrunA17_Chr3g0106921
14283	MtrunA17_Chr3g0106931
14284	MtrunA17_Chr3g0106941
14285	MtrunA17_Chr3g0106951
14286	MtrunA17_Chr3g0106961
14287	MtrunA17_Chr3g0106971
14288	MtrunA17_Chr3g0106981
14289	MtrunA17_Chr3g0106991
14290	MtrunA17_Chr3g0107001
14291	MtrunA17_Chr3g0107011
14292	MtrunA17_Chr3g0107021
14293	MtrunA17_Chr3g0107031
14294	MtrunA17_Chr3g0107041
14295	MtrunA17_Chr3g0107051
14296	MtrunA17_Chr3g0107061
14297	MtrunA17_Chr3g0107071
14298	MtrunA17_Chr3g0107081
14299	MtrunA17_Chr3g0107091
14300	MtrunA17_Chr3g0107101
14301	MtrunA17_Chr3g0107121
14302	MtrunA17_Chr3g0107151
14303	MtrunA17_Chr3g0107171
14304	MtrunA17_Chr3g0107181
14305	MtrunA17_Chr3g0107191
14306	MtrunA17_Chr3g0107201
14307	MtrunA17_Chr3g0107211
14308	MtrunA17_Chr3g0107221
14309	MtrunA17_Chr3g0107231
14310	MtrunA17_Chr3g0107241
14311	MtrunA17_Chr3g0107251
14312	MtrunA17_Chr3g0107261
14313	MtrunA17_Chr3g0107271
14314	MtrunA17_Chr3g0107281
14315	MtrunA17_Chr3g0107291
14316	MtrunA17_Chr3g0107311
14317	MtrunA17_Chr3g0107321
14318	MtrunA17_Chr3g0107331
14319	MtrunA17_Chr3g0107341
14320	MtrunA17_Chr3g0107351
14321	MtrunA17_Chr3g0107361
14322	MtrunA17_Chr3g0107381
14323	MtrunA17_Chr3g0107391
14324	MtrunA17_Chr3g0107401
14325	MtrunA17_Chr3g0107411
14326	MtrunA17_Chr3g0107421
14327	MtrunA17_Chr3g0107431
14328	MtrunA17_Chr3g0107441
14329	MtrunA17_Chr3g0107451
14330	MtrunA17_Chr3g0107461
14331	MtrunA17_Chr3g0107471
14332	MtrunA17_Chr3g0107481
14333	MtrunA17_Chr3g0107491
14334	MtrunA17_Chr3g0107501
14335	MtrunA17_Chr3g0107511
14336	MtrunA17_Chr3g0107521
14337	MtrunA17_Chr3g0107531
14338	MtrunA17_Chr3g0107541
14339	MtrunA17_Chr3g0107554
14340	MtrunA17_Chr3g0107571
14341	MtrunA17_Chr3g0107581
14342	MtrunA17_Chr3g0107591
14343	MtrunA17_Chr3g0107601
14344	MtrunA17_Chr3g0107611
14345	MtrunA17_Chr3g0107621
14346	MtrunA17_Chr3g0107631
14347	MtrunA17_Chr3g0107641
14348	MtrunA17_Chr3g0107651
14349	MtrunA17_Chr3g0107661
14350	MtrunA17_Chr3g0107671
14351	MtrunA17_Chr3g0107681
14352	MtrunA17_Chr3g0107691
14353	MtrunA17_Chr3g0107701
14354	MtrunA17_Chr3g0107711
14355	MtrunA17_Chr3g0107721
14356	MtrunA17_Chr3g0107731
14357	MtrunA17_Chr3g0107741
14358	MtrunA17_Chr3g0107781
14359	MtrunA17_Chr3g0107791
14360	MtrunA17_Chr3g0107801
14361	MtrunA17_Chr3g0107821
14362	MtrunA17_Chr3g0107831
14363	MtrunA17_Chr3g0107841
14364	MtrunA17_Chr3g0107851
14365	MtrunA17_Chr3g0107861
14366	MtrunA17_Chr3g0107871
14367	MtrunA17_Chr3g0107881
14368	MtrunA17_Chr3g0107891
14369	MtrunA17_Chr3g0107911
14370	MtrunA17_Chr3g0107921
14371	MtrunA17_Chr3g0107931
14372	MtrunA17_Chr3g0107961
14373	MtrunA17_Chr3g0107971
14374	MtrunA17_Chr3g0107981
14375	MtrunA17_Chr3g0108001
14376	MtrunA17_Chr3g0108011
14377	MtrunA17_Chr3g0108021
14378	MtrunA17_Chr3g0108031
14379	MtrunA17_Chr3g0108061
14380	MtrunA17_Chr3g0108071
14381	MtrunA17_Chr3g0108081
14382	MtrunA17_Chr3g0108091
14383	MtrunA17_Chr3g0108101
14384	MtrunA17_Chr3g0108111
14385	MtrunA17_Chr3g0108121
14386	MtrunA17_Chr3g0108131
14387	MtrunA17_Chr3g0108151
14388	MtrunA17_Chr3g0108171
14389	MtrunA17_Chr3g0108181
14390	MtrunA17_Chr3g0108201
14391	MtrunA17_Chr3g0108211
14392	MtrunA17_Chr3g0108221
14393	MtrunA17_Chr3g0108241
14394	MtrunA17_Chr3g0108251
14395	MtrunA17_Chr3g0108261
14396	MtrunA17_Chr3g0108271
14397	MtrunA17_Chr3g0108281
14398	MtrunA17_Chr3g0108291
14399	MtrunA17_Chr3g0108301
14400	MtrunA17_Chr3g0108311
14401	MtrunA17_Chr3g0108321
14402	MtrunA17_Chr3g0108331
14403	MtrunA17_Chr3g0108341
14404	MtrunA17_Chr3g0108351
14405	MtrunA17_Chr3g0108361
14406	MtrunA17_Chr3g0108371
14407	MtrunA17_Chr3g0108381
14408	MtrunA17_Chr3g0108391
14409	MtrunA17_Chr3g0108401
14410	MtrunA17_Chr3g0108421
14411	MtrunA17_Chr3g0108431
14412	MtrunA17_Chr3g0108441
14413	MtrunA17_Chr3g0108451
14414	MtrunA17_Chr3g0108461
14415	MtrunA17_Chr3g0108471
14416	MtrunA17_Chr3g0108481
14417	MtrunA17_Chr3g0108491
14418	MtrunA17_Chr3g0108501
14419	MtrunA17_Chr3g0108511
14420	MtrunA17_Chr3g0108521
14421	MtrunA17_Chr3g0108531
14422	MtrunA17_Chr3g0108541
14423	MtrunA17_Chr3g0108551
14424	MtrunA17_Chr3g0108561
14425	MtrunA17_Chr3g0108581
14426	MtrunA17_Chr3g0108591
14427	MtrunA17_Chr3g0108621
14428	MtrunA17_Chr3g0108631
14429	MtrunA17_Chr3g0108641
14430	MtrunA17_Chr3g0108651
14431	MtrunA17_Chr3g0108661
14432	MtrunA17_Chr3g0108671
14433	MtrunA17_Chr3g0108681
14434	MtrunA17_Chr3g0108691
14435	MtrunA17_Chr3g0108701
14436	MtrunA17_Chr3g0108711
14437	MtrunA17_Chr3g0108721
14438	MtrunA17_Chr3g0108724
14439	MtrunA17_Chr3g0108754
14440	MtrunA17_Chr3g0108761
14441	MtrunA17_Chr3g0108771
14442	MtrunA17_Chr3g0108781
14443	MtrunA17_Chr3g0108791
14444	MtrunA17_Chr3g0108801
14445	MtrunA17_Chr3g0108811
14446	MtrunA17_Chr3g0108821
14447	MtrunA17_Chr3g0108841
14448	MtrunA17_Chr3g0108851
14449	MtrunA17_Chr3g0108861
14450	MtrunA17_Chr3g0108871
14451	MtrunA17_Chr3g0108881
14452	MtrunA17_Chr3g0108891
14453	MtrunA17_Chr3g0108911
14454	MtrunA17_Chr3g0108921
14455	MtrunA17_Chr3g0108931
14456	MtrunA17_Chr3g0108941
14457	MtrunA17_Chr3g0108951
14458	MtrunA17_Chr3g0108961
14459	MtrunA17_Chr3g0108971
14460	MtrunA17_Chr3g0108981
14461	MtrunA17_Chr3g0108991
14462	MtrunA17_Chr3g0109001
14463	MtrunA17_Chr3g0109011
14464	MtrunA17_Chr3g0109021
14465	MtrunA17_Chr3g0109031
14466	MtrunA17_Chr3g0109041
14467	MtrunA17_Chr3g0109051
14468	MtrunA17_Chr3g0109071
14469	MtrunA17_Chr3g0109081
14470	MtrunA17_Chr3g0109091
14471	MtrunA17_Chr3g0109101
14472	MtrunA17_Chr3g0109111
14473	MtrunA17_Chr3g0109121
14474	MtrunA17_Chr3g0109131
14475	MtrunA17_Chr3g0109141
14476	MtrunA17_Chr3g0109161
14477	MtrunA17_Chr3g0109191
14478	MtrunA17_Chr3g0109201
14479	MtrunA17_Chr3g0109211
14480	MtrunA17_Chr3g0109221
14481	MtrunA17_Chr3g0109231
14482	MtrunA17_Chr3g0109241
14483	MtrunA17_Chr3g0109251
14484	MtrunA17_Chr3g0109261
14485	MtrunA17_Chr3g0109271
14486	MtrunA17_Chr3g0109281
14487	MtrunA17_Chr3g0109291
14488	MtrunA17_Chr3g0109311
14489	MtrunA17_Chr3g0109321
14490	MtrunA17_Chr3g0109331
14491	MtrunA17_Chr3g0109341
14492	MtrunA17_Chr3g0109351
14493	MtrunA17_Chr3g0109361
14494	MtrunA17_Chr3g0109371
14495	MtrunA17_Chr3g0109381
14496	MtrunA17_Chr3g0109391
14497	MtrunA17_Chr3g0109401
14498	MtrunA17_Chr3g0109411
14499	MtrunA17_Chr3g0109431
14500	MtrunA17_Chr3g0109441
14501	MtrunA17_Chr3g0109461
14502	MtrunA17_Chr3g0109471
14503	MtrunA17_Chr3g0109481
14504	MtrunA17_Chr3g0109501
14505	MtrunA17_Chr3g0109511
14506	MtrunA17_Chr3g0109531
14507	MtrunA17_Chr3g0109541
14508	MtrunA17_Chr3g0109551
14509	MtrunA17_Chr3g0109561
14510	MtrunA17_Chr3g0109571
14511	MtrunA17_Chr3g0109581
14512	MtrunA17_Chr3g0109591
14513	MtrunA17_Chr3g0109601
14514	MtrunA17_Chr3g0109611
14515	MtrunA17_Chr3g0109621
14516	MtrunA17_Chr3g0109631
14517	MtrunA17_Chr3g0109641
14518	MtrunA17_Chr3g0109651
14519	MtrunA17_Chr3g0109661
14520	MtrunA17_Chr3g0109671
14521	MtrunA17_Chr3g0109681
14522	MtrunA17_Chr3g0109691
14523	MtrunA17_Chr3g0109701
14524	MtrunA17_Chr3g0109721
14525	MtrunA17_Chr3g0109731
14526	MtrunA17_Chr3g0109741
14527	MtrunA17_Chr3g0109751
14528	MtrunA17_Chr3g0109761
14529	MtrunA17_Chr3g0109771
14530	MtrunA17_Chr3g0109791
14531	MtrunA17_Chr3g0109801
14532	MtrunA17_Chr3g0109811
14533	MtrunA17_Chr3g0109821
14534	MtrunA17_Chr3g0109831
14535	MtrunA17_Chr3g0109841
14536	MtrunA17_Chr3g0109881
14537	MtrunA17_Chr3g0109891
14538	MtrunA17_Chr3g0109901
14539	MtrunA17_Chr3g0109911
14540	MtrunA17_Chr3g0109921
14541	MtrunA17_Chr3g0109931
14542	MtrunA17_Chr3g0109941
14543	MtrunA17_Chr3g0109951
14544	MtrunA17_Chr3g0109961
14545	MtrunA17_Chr3g0109971
14546	MtrunA17_Chr3g0109981
14547	MtrunA17_Chr3g0109991
14548	MtrunA17_Chr3g0110001
14549	MtrunA17_Chr3g0110011
14550	MtrunA17_Chr3g0110021
14551	MtrunA17_Chr3g0110031
14552	MtrunA17_Chr3g0110041
14553	MtrunA17_Chr3g0110051
14554	MtrunA17_Chr3g0110061
14555	MtrunA17_Chr3g0110071
14556	MtrunA17_Chr3g0110081
14557	MtrunA17_Chr3g0110091
14558	MtrunA17_Chr3g0110101
14559	MtrunA17_Chr3g0110121
14560	MtrunA17_Chr3g0110131
14561	MtrunA17_Chr3g0110141
14562	MtrunA17_Chr3g0110161
14563	MtrunA17_Chr3g0110171
14564	MtrunA17_Chr3g0110191
14565	MtrunA17_Chr3g0110201
14566	MtrunA17_Chr3g0110211
14567	MtrunA17_Chr3g0110221
14568	MtrunA17_Chr3g0110231
14569	MtrunA17_Chr3g0110241
14570	MtrunA17_Chr3g0110251
14571	MtrunA17_Chr3g0110261
14572	MtrunA17_Chr3g0110271
14573	MtrunA17_Chr3g0110281
14574	MtrunA17_Chr3g0110291
14575	MtrunA17_Chr3g0110301
14576	MtrunA17_Chr3g0110311
14577	MtrunA17_Chr3g0110321
14578	MtrunA17_Chr3g0110331
14579	MtrunA17_Chr3g0110341
14580	MtrunA17_Chr3g0110351
14581	MtrunA17_Chr3g0110371
14582	MtrunA17_Chr3g0110381
14583	MtrunA17_Chr3g0110391
14584	MtrunA17_Chr3g0110401
14585	MtrunA17_Chr3g0110411
14586	MtrunA17_Chr3g0110421
14587	MtrunA17_Chr3g0110431
14588	MtrunA17_Chr3g0110451
14589	MtrunA17_Chr3g0110461
14590	MtrunA17_Chr3g0110471
14591	MtrunA17_Chr3g0110481
14592	MtrunA17_Chr3g0110491
14593	MtrunA17_Chr3g0110501
14594	MtrunA17_Chr3g0110511
14595	MtrunA17_Chr3g0110521
14596	MtrunA17_Chr3g0110541
14597	MtrunA17_Chr3g0110551
14598	MtrunA17_Chr3g0110581
14599	MtrunA17_Chr3g0110591
14600	MtrunA17_Chr3g0110601
14601	MtrunA17_Chr3g0110611
14602	MtrunA17_Chr3g0110621
14603	MtrunA17_Chr3g0110631
14604	MtrunA17_Chr3g0110641
14605	MtrunA17_Chr3g0110651
14606	MtrunA17_Chr3g0110661
14607	MtrunA17_Chr3g0110671
14608	MtrunA17_Chr3g0110691
14609	MtrunA17_Chr3g0110711
14610	MtrunA17_Chr3g0110731
14611	MtrunA17_Chr3g0110741
14612	MtrunA17_Chr3g0110751
14613	MtrunA17_Chr3g0110761
14614	MtrunA17_Chr3g0110771
14615	MtrunA17_Chr3g0110791
14616	MtrunA17_Chr3g0110801
14617	MtrunA17_Chr3g0110821
14618	MtrunA17_Chr3g0110831
14619	MtrunA17_Chr3g0110841
14620	MtrunA17_Chr3g0110851
14621	MtrunA17_Chr3g0110861
14622	MtrunA17_Chr3g0110871
14623	MtrunA17_Chr3g0110881
14624	MtrunA17_Chr3g0110901
14625	MtrunA17_Chr3g0110911
14626	MtrunA17_Chr3g0110921
14627	MtrunA17_Chr3g0110931
14628	MtrunA17_Chr3g0110941
14629	MtrunA17_Chr3g0110951
14630	MtrunA17_Chr3g0110961
14631	MtrunA17_Chr3g0110971
14632	MtrunA17_Chr3g0110981
14633	MtrunA17_Chr3g0110991
14634	MtrunA17_Chr3g0111001
14635	MtrunA17_Chr3g0111011
14636	MtrunA17_Chr3g0111031
14637	MtrunA17_Chr3g0111041
14638	MtrunA17_Chr3g0111051
14639	MtrunA17_Chr3g0111071
14640	MtrunA17_Chr3g0111081
14641	MtrunA17_Chr3g0111091
14642	MtrunA17_Chr3g0111101
14643	MtrunA17_Chr3g0111111
14644	MtrunA17_Chr3g0111121
14645	MtrunA17_Chr3g0111131
14646	MtrunA17_Chr3g0111141
14647	MtrunA17_Chr3g0111151
14648	MtrunA17_Chr3g0111161
14649	MtrunA17_Chr3g0111171
14650	MtrunA17_Chr3g0111181
14651	MtrunA17_Chr3g0111191
14652	MtrunA17_Chr3g0111201
14653	MtrunA17_Chr3g0111211
14654	MtrunA17_Chr3g0111221
14655	MtrunA17_Chr3g0111231
14656	MtrunA17_Chr3g0111241
14657	MtrunA17_Chr3g0111261
14658	MtrunA17_Chr3g0111281
14659	MtrunA17_Chr3g0111291
14660	MtrunA17_Chr3g0111301
14661	MtrunA17_Chr3g0111311
14662	MtrunA17_Chr3g0111321
14663	MtrunA17_Chr3g0111331
14664	MtrunA17_Chr3g0111341
14665	MtrunA17_Chr3g0111351
14666	MtrunA17_Chr3g0111361
14667	MtrunA17_Chr3g0111371
14668	MtrunA17_Chr3g0111381
14669	MtrunA17_Chr3g0111391
14670	MtrunA17_Chr3g0111401
14671	MtrunA17_Chr3g0111411
14672	MtrunA17_Chr3g0111421
14673	MtrunA17_Chr3g0111431
14674	MtrunA17_Chr3g0111441
14675	MtrunA17_Chr3g0111451
14676	MtrunA17_Chr3g0111461
14677	MtrunA17_Chr3g0111471
14678	MtrunA17_Chr3g0111481
14679	MtrunA17_Chr3g0111491
14680	MtrunA17_Chr3g0111501
14681	MtrunA17_Chr3g0111511
14682	MtrunA17_Chr3g0111521
14683	MtrunA17_Chr3g0111531
14684	MtrunA17_Chr3g0111541
14685	MtrunA17_Chr3g0111551
14686	MtrunA17_Chr3g0111561
14687	MtrunA17_Chr3g0111571
14688	MtrunA17_Chr3g0111581
14689	MtrunA17_Chr3g0111591
14690	MtrunA17_Chr3g0111601
14691	MtrunA17_Chr3g0111611
14692	MtrunA17_Chr3g0111621
14693	MtrunA17_Chr3g0111631
14694	MtrunA17_Chr3g0111661
14695	MtrunA17_Chr3g0111671
14696	MtrunA17_Chr3g0111691
14697	MtrunA17_Chr3g0111711
14698	MtrunA17_Chr3g0111721
14699	MtrunA17_Chr3g0111731
14700	MtrunA17_Chr3g0111741
14701	MtrunA17_Chr3g0111751
14702	MtrunA17_Chr3g0111771
14703	MtrunA17_Chr3g0111791
14704	MtrunA17_Chr3g0111801
14705	MtrunA17_Chr3g0111821
14706	MtrunA17_Chr3g0111831
14707	MtrunA17_Chr3g0111841
14708	MtrunA17_Chr3g0111851
14709	MtrunA17_Chr3g0111861
14710	MtrunA17_Chr3g0111871
14711	MtrunA17_Chr3g0111881
14712	MtrunA17_Chr3g0111891
14713	MtrunA17_Chr3g0111901
14714	MtrunA17_Chr3g0111911
14715	MtrunA17_Chr3g0111931
14716	MtrunA17_Chr3g0111941
14717	MtrunA17_Chr3g0111951
14718	MtrunA17_Chr3g0111961
14719	MtrunA17_Chr3g0111971
14720	MtrunA17_Chr3g0111981
14721	MtrunA17_Chr3g0112001
14722	MtrunA17_Chr3g0112011
14723	MtrunA17_Chr3g0112031
14724	MtrunA17_Chr3g0112041
14725	MtrunA17_Chr3g0112051
14726	MtrunA17_Chr3g0112061
14727	MtrunA17_Chr3g0112071
14728	MtrunA17_Chr3g0112091
14729	MtrunA17_Chr3g0112101
14730	MtrunA17_Chr3g0112111
14731	MtrunA17_Chr3g0112121
14732	MtrunA17_Chr3g0112131
14733	MtrunA17_Chr3g0112141
14734	MtrunA17_Chr3g0112151
14735	MtrunA17_Chr3g0112161
14736	MtrunA17_Chr3g0112171
14737	MtrunA17_Chr3g0112181
14738	MtrunA17_Chr3g0112201
14739	MtrunA17_Chr3g0112211
14740	MtrunA17_Chr3g0112221
14741	MtrunA17_Chr3g0112231
14742	MtrunA17_Chr3g0112241
14743	MtrunA17_Chr3g0112251
14744	MtrunA17_Chr3g0112261
14745	MtrunA17_Chr3g0112271
14746	MtrunA17_Chr3g0112281
14747	MtrunA17_Chr3g0112291
14748	MtrunA17_Chr3g0112301
14749	MtrunA17_Chr3g0112311
14750	MtrunA17_Chr3g0112321
14751	MtrunA17_Chr3g0112331
14752	MtrunA17_Chr3g0112341
14753	MtrunA17_Chr3g0112351
14754	MtrunA17_Chr3g0112361
14755	MtrunA17_Chr3g0112371
14756	MtrunA17_Chr3g0112381
14757	MtrunA17_Chr3g0112391
14758	MtrunA17_Chr3g0112401
14759	MtrunA17_Chr3g0112411
14760	MtrunA17_Chr3g0112421
14761	MtrunA17_Chr3g0112431
14762	MtrunA17_Chr3g0112451
14763	MtrunA17_Chr3g0112461
14764	MtrunA17_Chr3g0112481
14765	MtrunA17_Chr3g0112491
14766	MtrunA17_Chr3g0112501
14767	MtrunA17_Chr3g0112511
14768	MtrunA17_Chr3g0112521
14769	MtrunA17_Chr3g0112531
14770	MtrunA17_Chr3g0112541
14771	MtrunA17_Chr3g0112551
14772	MtrunA17_Chr3g0112561
14773	MtrunA17_Chr3g0112571
14774	MtrunA17_Chr3g0112581
14775	MtrunA17_Chr3g0112591
14776	MtrunA17_Chr3g0112601
14777	MtrunA17_Chr3g0112611
14778	MtrunA17_Chr3g0112621
14779	MtrunA17_Chr3g0112631
14780	MtrunA17_Chr3g0112641
14781	MtrunA17_Chr3g0112651
14782	MtrunA17_Chr3g0112661
14783	MtrunA17_Chr3g0112671
14784	MtrunA17_Chr3g0112681
14785	MtrunA17_Chr3g0112691
14786	MtrunA17_Chr3g0112701
14787	MtrunA17_Chr3g0112711
14788	MtrunA17_Chr3g0112731
14789	MtrunA17_Chr3g0112741
14790	MtrunA17_Chr3g0112751
14791	MtrunA17_Chr3g0112761
14792	MtrunA17_Chr3g0112771
14793	MtrunA17_Chr3g0112781
14794	MtrunA17_Chr3g0112791
14795	MtrunA17_Chr3g0112801
14796	MtrunA17_Chr3g0112811
14797	MtrunA17_Chr3g0112821
14798	MtrunA17_Chr3g0112831
14799	MtrunA17_Chr3g0112841
14800	MtrunA17_Chr3g0112871
14801	MtrunA17_Chr3g0112881
14802	MtrunA17_Chr3g0112891
14803	MtrunA17_Chr3g0112901
14804	MtrunA17_Chr3g0112911
14805	MtrunA17_Chr3g0112921
14806	MtrunA17_Chr3g0112931
14807	MtrunA17_Chr3g0112941
14808	MtrunA17_Chr3g0112951
14809	MtrunA17_Chr3g0112961
14810	MtrunA17_Chr3g0112971
14811	MtrunA17_Chr3g0112981
14812	MtrunA17_Chr3g0112991
14813	MtrunA17_Chr3g0113001
14814	MtrunA17_Chr3g0113011
14815	MtrunA17_Chr3g0113021
14816	MtrunA17_Chr3g0113031
14817	MtrunA17_Chr3g0113041
14818	MtrunA17_Chr3g0113051
14819	MtrunA17_Chr3g0113061
14820	MtrunA17_Chr3g0113071
14821	MtrunA17_Chr3g0113081
14822	MtrunA17_Chr3g0113091
14823	MtrunA17_Chr3g0113101
14824	MtrunA17_Chr3g0113121
14825	MtrunA17_Chr3g0113131
14826	MtrunA17_Chr3g0113141
14827	MtrunA17_Chr3g0113151
14828	MtrunA17_Chr3g0113161
14829	MtrunA17_Chr3g0113171
14830	MtrunA17_Chr3g0113181
14831	MtrunA17_Chr3g0113191
14832	MtrunA17_Chr3g0113201
14833	MtrunA17_Chr3g0113211
14834	MtrunA17_Chr3g0113221
14835	MtrunA17_Chr3g0113231
14836	MtrunA17_Chr3g0113241
14837	MtrunA17_Chr3g0113251
14838	MtrunA17_Chr3g0113261
14839	MtrunA17_Chr3g0113271
14840	MtrunA17_Chr3g0113281
14841	MtrunA17_Chr3g0113291
14842	MtrunA17_Chr3g0113311
14843	MtrunA17_Chr3g0113321
14844	MtrunA17_Chr3g0113331
14845	MtrunA17_Chr3g0113341
14846	MtrunA17_Chr3g0113351
14847	MtrunA17_Chr3g0113361
14848	MtrunA17_Chr3g0113371
14849	MtrunA17_Chr3g0113381
14850	MtrunA17_Chr3g0113401
14851	MtrunA17_Chr3g0113411
14852	MtrunA17_Chr3g0113421
14853	MtrunA17_Chr3g0113431
14854	MtrunA17_Chr3g0113441
14855	MtrunA17_Chr3g0113451
14856	MtrunA17_Chr3g0113471
14857	MtrunA17_Chr3g0113481
14858	MtrunA17_Chr3g0113491
14859	MtrunA17_Chr3g0113501
14860	MtrunA17_Chr3g0113511
14861	MtrunA17_Chr3g0113521
14862	MtrunA17_Chr3g0113531
14863	MtrunA17_Chr3g0113541
14864	MtrunA17_Chr3g0113551
14865	MtrunA17_Chr3g0113561
14866	MtrunA17_Chr3g0113571
14867	MtrunA17_Chr3g0113591
14868	MtrunA17_Chr3g0113601
14869	MtrunA17_Chr3g0113611
14870	MtrunA17_Chr3g0113631
14871	MtrunA17_Chr3g0113641
14872	MtrunA17_Chr3g0113651
14873	MtrunA17_Chr3g0113661
14874	MtrunA17_Chr3g0113671
14875	MtrunA17_Chr3g0113681
14876	MtrunA17_Chr3g0113691
14877	MtrunA17_Chr3g0113701
14878	MtrunA17_Chr3g0113711
14879	MtrunA17_Chr3g0113721
14880	MtrunA17_Chr3g0113731
14881	MtrunA17_Chr3g0113741
14882	MtrunA17_Chr3g0113751
14883	MtrunA17_Chr3g0113761
14884	MtrunA17_Chr3g0113781
14885	MtrunA17_Chr3g0113791
14886	MtrunA17_Chr3g0113801
14887	MtrunA17_Chr3g0113811
14888	MtrunA17_Chr3g0113821
14889	MtrunA17_Chr3g0113841
14890	MtrunA17_Chr3g0113851
14891	MtrunA17_Chr3g0113861
14892	MtrunA17_Chr3g0113871
14893	MtrunA17_Chr3g0113881
14894	MtrunA17_Chr3g0113891
14895	MtrunA17_Chr3g0113901
14896	MtrunA17_Chr3g0113911
14897	MtrunA17_Chr3g0113931
14898	MtrunA17_Chr3g0113941
14899	MtrunA17_Chr3g0113951
14900	MtrunA17_Chr3g0113971
14901	MtrunA17_Chr3g0113981
14902	MtrunA17_Chr3g0113991
14903	MtrunA17_Chr3g0114001
14904	MtrunA17_Chr3g0114021
14905	MtrunA17_Chr3g0114031
14906	MtrunA17_Chr3g0114041
14907	MtrunA17_Chr3g0114051
14908	MtrunA17_Chr3g0114061
14909	MtrunA17_Chr3g0114071
14910	MtrunA17_Chr3g0114081
14911	MtrunA17_Chr3g0114091
14912	MtrunA17_Chr3g0114101
14913	MtrunA17_Chr3g0114111
14914	MtrunA17_Chr3g0114121
14915	MtrunA17_Chr3g0114131
14916	MtrunA17_Chr3g0114141
14917	MtrunA17_Chr3g0114151
14918	MtrunA17_Chr3g0114161
14919	MtrunA17_Chr3g0114181
14920	MtrunA17_Chr3g0114191
14921	MtrunA17_Chr3g0114201
14922	MtrunA17_Chr3g0114211
14923	MtrunA17_Chr3g0114221
14924	MtrunA17_Chr3g0114231
14925	MtrunA17_Chr3g0114241
14926	MtrunA17_Chr3g0114251
14927	MtrunA17_Chr3g0114261
14928	MtrunA17_Chr3g0114271
14929	MtrunA17_Chr3g0114281
14930	MtrunA17_Chr3g0114291
14931	MtrunA17_Chr3g0114301
14932	MtrunA17_Chr3g0114311
14933	MtrunA17_Chr3g0114321
14934	MtrunA17_Chr3g0114331
14935	MtrunA17_Chr3g0114341
14936	MtrunA17_Chr3g0114351
14937	MtrunA17_Chr3g0114361
14938	MtrunA17_Chr3g0114371
14939	MtrunA17_Chr3g0114381
14940	MtrunA17_Chr3g0114391
14941	MtrunA17_Chr3g0114401
14942	MtrunA17_Chr3g0114411
14943	MtrunA17_Chr3g0114421
14944	MtrunA17_Chr3g0114431
14945	MtrunA17_Chr3g0114441
14946	MtrunA17_Chr3g0114451
14947	MtrunA17_Chr3g0114461
14948	MtrunA17_Chr3g0114471
14949	MtrunA17_Chr3g0114481
14950	MtrunA17_Chr3g0114491
14951	MtrunA17_Chr3g0114501
14952	MtrunA17_Chr3g0114511
14953	MtrunA17_Chr3g0114521
14954	MtrunA17_Chr3g0114531
14955	MtrunA17_Chr3g0114541
14956	MtrunA17_Chr3g0114551
14957	MtrunA17_Chr3g0114561
14958	MtrunA17_Chr3g0114571
14959	MtrunA17_Chr3g0114581
14960	MtrunA17_Chr3g0114601
14961	MtrunA17_Chr3g0114611
14962	MtrunA17_Chr3g0114621
14963	MtrunA17_Chr3g0114631
14964	MtrunA17_Chr3g0114641
14965	MtrunA17_Chr3g0114651
14966	MtrunA17_Chr3g0114661
14967	MtrunA17_Chr3g0114671
14968	MtrunA17_Chr3g0114681
14969	MtrunA17_Chr3g0114691
14970	MtrunA17_Chr3g0114701
14971	MtrunA17_Chr3g0114711
14972	MtrunA17_Chr3g0114721
14973	MtrunA17_Chr3g0114731
14974	MtrunA17_Chr3g0114741
14975	MtrunA17_Chr3g0114751
14976	MtrunA17_Chr3g0114761
14977	MtrunA17_Chr3g0114771
14978	MtrunA17_Chr3g0114781
14979	MtrunA17_Chr3g0114791
14980	MtrunA17_Chr3g0114801
14981	MtrunA17_Chr3g0114811
14982	MtrunA17_Chr3g0114821
14983	MtrunA17_Chr3g0114831
14984	MtrunA17_Chr3g0114841
14985	MtrunA17_Chr3g0114851
14986	MtrunA17_Chr3g0114861
14987	MtrunA17_Chr3g0114871
14988	MtrunA17_Chr3g0114881
14989	MtrunA17_Chr3g0114921
14990	MtrunA17_Chr3g0114931
14991	MtrunA17_Chr3g0114941
14992	MtrunA17_Chr3g0114951
14993	MtrunA17_Chr3g0114971
14994	MtrunA17_Chr3g0114981
