	locus_tag
42323	MtrunA17_Chr8g0369351
42324	MtrunA17_Chr8g0369361
42325	MtrunA17_Chr8g0369371
42326	MtrunA17_Chr8g0369381
42327	MtrunA17_Chr8g0369391
42328	MtrunA17_Chr8g0369401
42329	MtrunA17_Chr8g0369411
42330	MtrunA17_Chr8g0369421
42331	MtrunA17_Chr8g0369431
42332	MtrunA17_Chr8g0369441
42333	MtrunA17_Chr8g0369451
42334	MtrunA17_Chr8g0369461
42335	MtrunA17_Chr8g0369471
42336	MtrunA17_Chr8g0369481
42337	MtrunA17_Chr8g0369501
42338	MtrunA17_Chr8g0369511
42339	MtrunA17_Chr8g0369521
42340	MtrunA17_Chr8g0369541
42341	MtrunA17_Chr8g0369551
42342	MtrunA17_Chr8g0369561
42343	MtrunA17_Chr8g0369571
42344	MtrunA17_Chr8g0369581
42345	MtrunA17_Chr8g0369591
42346	MtrunA17_Chr8g0369601
42347	MtrunA17_Chr8g0369611
42348	MtrunA17_Chr8g0369621
42349	MtrunA17_Chr8g0369631
42350	MtrunA17_Chr8g0369641
42351	MtrunA17_Chr8g0369651
42352	MtrunA17_Chr8g0369671
42353	MtrunA17_Chr8g0369681
42354	MtrunA17_Chr8g0369691
42355	MtrunA17_Chr8g0369701
42356	MtrunA17_Chr8g0369711
42357	MtrunA17_Chr8g0369721
42358	MtrunA17_Chr8g0369741
42359	MtrunA17_Chr8g0369751
42360	MtrunA17_Chr8g0369761
42361	MtrunA17_Chr8g0369771
42362	MtrunA17_Chr8g0369781
42363	MtrunA17_Chr8g0369791
42364	MtrunA17_Chr8g0369801
42365	MtrunA17_Chr8g0369811
42366	MtrunA17_Chr8g0369831
42367	MtrunA17_Chr8g0369841
42368	MtrunA17_Chr8g0369851
42369	MtrunA17_Chr8g0369861
42370	MtrunA17_Chr8g0369871
42371	MtrunA17_Chr8g0369881
42372	MtrunA17_Chr8g0369891
42373	MtrunA17_Chr8g0369901
42374	MtrunA17_Chr8g0369911
42375	MtrunA17_Chr8g0369921
42376	MtrunA17_Chr8g0369931
42377	MtrunA17_Chr8g0369941
42378	MtrunA17_Chr8g0369951
42379	MtrunA17_Chr8g0369961
42380	MtrunA17_Chr8g0369971
42381	MtrunA17_Chr8g0369981
42382	MtrunA17_Chr8g0369991
42383	MtrunA17_Chr8g0370001
42384	MtrunA17_Chr8g0370011
42385	MtrunA17_Chr8g0370031
42386	MtrunA17_Chr8g0370041
42387	MtrunA17_Chr8g0370051
42388	MtrunA17_Chr8g0370061
42389	MtrunA17_Chr8g0370071
42390	MtrunA17_Chr8g0370081
42391	MtrunA17_Chr8g0370091
42392	MtrunA17_Chr8g0370101
42393	MtrunA17_Chr8g0370111
42394	MtrunA17_Chr8g0370121
42395	MtrunA17_Chr8g0370131
42396	MtrunA17_Chr8g0370141
42397	MtrunA17_Chr8g0370151
42398	MtrunA17_Chr8g0370161
42399	MtrunA17_Chr8g0370171
42400	MtrunA17_Chr8g0370181
42401	MtrunA17_Chr8g0370191
42402	MtrunA17_Chr8g0370201
42403	MtrunA17_Chr8g0370211
42404	MtrunA17_Chr8g0370221
42405	MtrunA17_Chr8g0370231
42406	MtrunA17_Chr8g0370241
42407	MtrunA17_Chr8g0370251
42408	MtrunA17_Chr8g0370261
42409	MtrunA17_Chr8g0370271
42410	MtrunA17_Chr8g0370281
42411	MtrunA17_Chr8g0370291
42412	MtrunA17_Chr8g0370301
42413	MtrunA17_Chr8g0370311
42414	MtrunA17_Chr8g0370321
42415	MtrunA17_Chr8g0370337
42416	MtrunA17_Chr8g0370340
42417	MtrunA17_Chr8g0370341
42418	MtrunA17_Chr8g0370351
42419	MtrunA17_Chr8g0370361
42420	MtrunA17_Chr8g0370371
42421	MtrunA17_Chr8g0370381
42422	MtrunA17_Chr8g0370391
42423	MtrunA17_Chr8g0370401
42424	MtrunA17_Chr8g0370411
42425	MtrunA17_Chr8g0370421
42426	MtrunA17_Chr8g0370431
42427	MtrunA17_Chr8g0370441
42428	MtrunA17_Chr8g0370451
42429	MtrunA17_Chr8g0370461
42430	MtrunA17_Chr8g0370471
42431	MtrunA17_Chr8g0370481
42432	MtrunA17_Chr8g0370491
42433	MtrunA17_Chr8g0370501
42434	MtrunA17_Chr8g0370511
42435	MtrunA17_Chr8g0370521
42436	MtrunA17_Chr8g0370531
42437	MtrunA17_Chr8g0370541
42438	MtrunA17_Chr8g0370551
42439	MtrunA17_Chr8g0370571
42440	MtrunA17_Chr8g0370581
42441	MtrunA17_Chr8g0370591
42442	MtrunA17_Chr8g0370601
42443	MtrunA17_Chr8g0370611
42444	MtrunA17_Chr8g0370621
42445	MtrunA17_Chr8g0370631
42446	MtrunA17_Chr8g0370641
42447	MtrunA17_Chr8g0370651
42448	MtrunA17_Chr8g0370661
42449	MtrunA17_Chr8g0370671
42450	MtrunA17_Chr8g0370681
42451	MtrunA17_Chr8g0370691
42452	MtrunA17_Chr8g0370701
42453	MtrunA17_Chr8g0370711
42454	MtrunA17_Chr8g0370721
42455	MtrunA17_Chr8g0370731
42456	MtrunA17_Chr8g0370741
42457	MtrunA17_Chr8g0370751
42458	MtrunA17_Chr8g0370761
42459	MtrunA17_Chr8g0370771
42460	MtrunA17_Chr8g0370781
42461	MtrunA17_Chr8g0370791
42462	MtrunA17_Chr8g0370801
42463	MtrunA17_Chr8g0370811
42464	MtrunA17_Chr8g0370821
42465	MtrunA17_Chr8g0370831
42466	MtrunA17_Chr8g0370841
42467	MtrunA17_Chr8g0370851
42468	MtrunA17_Chr8g0370861
42469	MtrunA17_Chr8g0370871
42470	MtrunA17_Chr8g0370881
42471	MtrunA17_Chr8g0370891
42472	MtrunA17_Chr8g0370901
42473	MtrunA17_Chr8g0370911
42474	MtrunA17_Chr8g0370921
42475	MtrunA17_Chr8g0370931
42476	MtrunA17_Chr8g0370941
42477	MtrunA17_Chr8g0370951
42478	MtrunA17_Chr8g0370961
42479	MtrunA17_Chr8g0370971
42480	MtrunA17_Chr8g0370981
42481	MtrunA17_Chr8g0370991
42482	MtrunA17_Chr8g0371021
42483	MtrunA17_Chr8g0371031
42484	MtrunA17_Chr8g0371071
42485	MtrunA17_Chr8g0371091
42486	MtrunA17_Chr8g0371101
42487	MtrunA17_Chr8g0371111
42488	MtrunA17_Chr8g0371121
42489	MtrunA17_Chr8g0371131
42490	MtrunA17_Chr8g0371161
42491	MtrunA17_Chr8g0371171
42492	MtrunA17_Chr8g0371181
42493	MtrunA17_Chr8g0371191
42494	MtrunA17_Chr8g0371201
42495	MtrunA17_Chr8g0371211
42496	MtrunA17_Chr8g0371221
42497	MtrunA17_Chr8g0371231
42498	MtrunA17_Chr8g0371241
42499	MtrunA17_Chr8g0371251
42500	MtrunA17_Chr8g0371261
42501	MtrunA17_Chr8g0371271
42502	MtrunA17_Chr8g0371281
42503	MtrunA17_Chr8g0371291
42504	MtrunA17_Chr8g0371301
42505	MtrunA17_Chr8g0371311
42506	MtrunA17_Chr8g0371321
42507	MtrunA17_Chr8g0371331
42508	MtrunA17_Chr8g0371351
42509	MtrunA17_Chr8g0371361
42510	MtrunA17_Chr8g0371371
42511	MtrunA17_Chr8g0371381
42512	MtrunA17_Chr8g0371391
42513	MtrunA17_Chr8g0371401
42514	MtrunA17_Chr8g0371411
42515	MtrunA17_Chr8g0371421
42516	MtrunA17_Chr8g0371431
42517	MtrunA17_Chr8g0371441
42518	MtrunA17_Chr8g0371451
42519	MtrunA17_Chr8g0371461
42520	MtrunA17_Chr8g0371471
42521	MtrunA17_Chr8g0371481
42522	MtrunA17_Chr8g0371491
42523	MtrunA17_Chr8g0371501
42524	MtrunA17_Chr8g0371511
42525	MtrunA17_Chr8g0371521
42526	MtrunA17_Chr8g0371531
42527	MtrunA17_Chr8g0371541
42528	MtrunA17_Chr8g0371551
42529	MtrunA17_Chr8g0371561
42530	MtrunA17_Chr8g0371571
42531	MtrunA17_Chr8g0371581
42532	MtrunA17_Chr8g0371601
42533	MtrunA17_Chr8g0371611
42534	MtrunA17_Chr8g0371621
42535	MtrunA17_Chr8g0371661
42536	MtrunA17_Chr8g0371671
42537	MtrunA17_Chr8g0371681
42538	MtrunA17_Chr8g0371691
42539	MtrunA17_Chr8g0371701
42540	MtrunA17_Chr8g0371711
42541	MtrunA17_Chr8g0371721
42542	MtrunA17_Chr8g0371731
42543	MtrunA17_Chr8g0371741
42544	MtrunA17_Chr8g0371751
42545	MtrunA17_Chr8g0371761
42546	MtrunA17_Chr8g0371771
42547	MtrunA17_Chr8g0371781
42548	MtrunA17_Chr8g0371801
42549	MtrunA17_Chr8g0371811
42550	MtrunA17_Chr8g0371821
42551	MtrunA17_Chr8g0371831
42552	MtrunA17_Chr8g0371841
42553	MtrunA17_Chr8g0371851
42554	MtrunA17_Chr8g0371861
42555	MtrunA17_Chr8g0371871
42556	MtrunA17_Chr8g0371881
42557	MtrunA17_Chr8g0371891
42558	MtrunA17_Chr8g0371901
42559	MtrunA17_Chr8g0371911
42560	MtrunA17_Chr8g0371921
42561	MtrunA17_Chr8g0371931
42562	MtrunA17_Chr8g0371941
42563	MtrunA17_Chr8g0371951
42564	MtrunA17_Chr8g0371961
42565	MtrunA17_Chr8g0371981
42566	MtrunA17_Chr8g0371991
42567	MtrunA17_Chr8g0372001
42568	MtrunA17_Chr8g0372011
42569	MtrunA17_Chr8g0372021
42570	MtrunA17_Chr8g0372031
42571	MtrunA17_Chr8g0372041
42572	MtrunA17_Chr8g0372051
42573	MtrunA17_Chr8g0372061
42574	MtrunA17_Chr8g0372071
42575	MtrunA17_Chr8g0372081
42576	MtrunA17_Chr8g0372101
42577	MtrunA17_Chr8g0372111
42578	MtrunA17_Chr8g0372121
42579	MtrunA17_Chr8g0372131
42580	MtrunA17_Chr8g0372141
42581	MtrunA17_Chr8g0372151
42582	MtrunA17_Chr8g0372161
42583	MtrunA17_Chr8g0372171
42584	MtrunA17_Chr8g0372181
42585	MtrunA17_Chr8g0372191
42586	MtrunA17_Chr8g0372201
42587	MtrunA17_Chr8g0372221
42588	MtrunA17_Chr8g0372231
42589	MtrunA17_Chr8g0372241
42590	MtrunA17_Chr8g0372251
42591	MtrunA17_Chr8g0372261
42592	MtrunA17_Chr8g0372271
42593	MtrunA17_Chr8g0372281
42594	MtrunA17_Chr8g0372291
42595	MtrunA17_Chr8g0372311
42596	MtrunA17_Chr8g0372321
42597	MtrunA17_Chr8g0372324
42598	MtrunA17_Chr8g0372351
42599	MtrunA17_Chr8g0372361
42600	MtrunA17_Chr8g0372371
42601	MtrunA17_Chr8g0372381
42602	MtrunA17_Chr8g0372391
42603	MtrunA17_Chr8g0372401
42604	MtrunA17_Chr8g0372411
42605	MtrunA17_Chr8g0372421
42606	MtrunA17_Chr8g0372431
42607	MtrunA17_Chr8g0372441
42608	MtrunA17_Chr8g0372451
42609	MtrunA17_Chr8g0372461
42610	MtrunA17_Chr8g0372471
42611	MtrunA17_Chr8g0372481
42612	MtrunA17_Chr8g0372491
42613	MtrunA17_Chr8g0372511
42614	MtrunA17_Chr8g0372521
42615	MtrunA17_Chr8g0372531
42616	MtrunA17_Chr8g0372541
42617	MtrunA17_Chr8g0372551
42618	MtrunA17_Chr8g0372561
42619	MtrunA17_Chr8g0372571
42620	MtrunA17_Chr8g0372581
42621	MtrunA17_Chr8g0372591
42622	MtrunA17_Chr8g0372601
42623	MtrunA17_Chr8g0372611
42624	MtrunA17_Chr8g0372621
42625	MtrunA17_Chr8g0372631
42626	MtrunA17_Chr8g0372651
42627	MtrunA17_Chr8g0372661
42628	MtrunA17_Chr8g0372671
42629	MtrunA17_Chr8g0372681
42630	MtrunA17_Chr8g0372691
42631	MtrunA17_Chr8g0372701
42632	MtrunA17_Chr8g0372711
42633	MtrunA17_Chr8g0372721
42634	MtrunA17_Chr8g0372731
42635	MtrunA17_Chr8g0372741
42636	MtrunA17_Chr8g0372751
42637	MtrunA17_Chr8g0372761
42638	MtrunA17_Chr8g0372771
42639	MtrunA17_Chr8g0372781
42640	MtrunA17_Chr8g0372791
42641	MtrunA17_Chr8g0372801
42642	MtrunA17_Chr8g0372811
42643	MtrunA17_Chr8g0372821
42644	MtrunA17_Chr8g0372831
42645	MtrunA17_Chr8g0372841
42646	MtrunA17_Chr8g0372851
42647	MtrunA17_Chr8g0372861
42648	MtrunA17_Chr8g0372871
42649	MtrunA17_Chr8g0372881
42650	MtrunA17_Chr8g0372891
42651	MtrunA17_Chr8g0372901
42652	MtrunA17_Chr8g0372911
42653	MtrunA17_Chr8g0372921
42654	MtrunA17_Chr8g0372931
42655	MtrunA17_Chr8g0372961
42656	MtrunA17_Chr8g0372981
42657	MtrunA17_Chr8g0372991
42658	MtrunA17_Chr8g0373001
42659	MtrunA17_Chr8g0373011
42660	MtrunA17_Chr8g0373021
42661	MtrunA17_Chr8g0373031
42662	MtrunA17_Chr8g0373041
42663	MtrunA17_Chr8g0373051
42664	MtrunA17_Chr8g0373061
42665	MtrunA17_Chr8g0373071
42666	MtrunA17_Chr8g0373081
42667	MtrunA17_Chr8g0373091
42668	MtrunA17_Chr8g0373101
42669	MtrunA17_Chr8g0373111
42670	MtrunA17_Chr8g0373121
42671	MtrunA17_Chr8g0373131
42672	MtrunA17_Chr8g0373141
42673	MtrunA17_Chr8g0373151
42674	MtrunA17_Chr8g0373161
42675	MtrunA17_Chr8g0373171
42676	MtrunA17_Chr8g0373181
42677	MtrunA17_Chr8g0373191
42678	MtrunA17_Chr8g0373201
42679	MtrunA17_Chr8g0373221
42680	MtrunA17_Chr8g0373231
42681	MtrunA17_Chr8g0373251
42682	MtrunA17_Chr8g0373261
42683	MtrunA17_Chr8g0373271
42684	MtrunA17_Chr8g0373281
42685	MtrunA17_Chr8g0373291
42686	MtrunA17_Chr8g0373301
42687	MtrunA17_Chr8g0373311
42688	MtrunA17_Chr8g0373321
42689	MtrunA17_Chr8g0373331
42690	MtrunA17_Chr8g0373341
42691	MtrunA17_Chr8g0373351
42692	MtrunA17_Chr8g0373361
42693	MtrunA17_Chr8g0373371
42694	MtrunA17_Chr8g0373391
42695	MtrunA17_Chr8g0373401
42696	MtrunA17_Chr8g0373411
42697	MtrunA17_Chr8g0373421
42698	MtrunA17_Chr8g0373431
42699	MtrunA17_Chr8g0373441
42700	MtrunA17_Chr8g0373451
42701	MtrunA17_Chr8g0373471
42702	MtrunA17_Chr8g0373481
42703	MtrunA17_Chr8g0373491
42704	MtrunA17_Chr8g0373501
42705	MtrunA17_Chr8g0373511
42706	MtrunA17_Chr8g0373521
42707	MtrunA17_Chr8g0373531
42708	MtrunA17_Chr8g0373541
42709	MtrunA17_Chr8g0373551
42710	MtrunA17_Chr8g0373561
42711	MtrunA17_Chr8g0373571
42712	MtrunA17_Chr8g0373581
42713	MtrunA17_Chr8g0373591
42714	MtrunA17_Chr8g0373601
42715	MtrunA17_Chr8g0373611
42716	MtrunA17_Chr8g0373631
42717	MtrunA17_Chr8g0373641
42718	MtrunA17_Chr8g0373661
42719	MtrunA17_Chr8g0373671
42720	MtrunA17_Chr8g0373681
42721	MtrunA17_Chr8g0373691
42722	MtrunA17_Chr8g0373701
42723	MtrunA17_Chr8g0373711
42724	MtrunA17_Chr8g0373721
42725	MtrunA17_Chr8g0373731
42726	MtrunA17_Chr8g0373741
42727	MtrunA17_Chr8g0373751
42728	MtrunA17_Chr8g0373761
42729	MtrunA17_Chr8g0373771
42730	MtrunA17_Chr8g0373781
42731	MtrunA17_Chr8g0373791
42732	MtrunA17_Chr8g0373801
42733	MtrunA17_Chr8g0373811
42734	MtrunA17_Chr8g0373821
42735	MtrunA17_Chr8g0373831
42736	MtrunA17_Chr8g0373841
42737	MtrunA17_Chr8g0373851
42738	MtrunA17_Chr8g0373861
42739	MtrunA17_Chr8g0373871
42740	MtrunA17_Chr8g0373891
42741	MtrunA17_Chr8g0373901
42742	MtrunA17_Chr8g0373921
42743	MtrunA17_Chr8g0373931
42744	MtrunA17_Chr8g0373951
42745	MtrunA17_Chr8g0373961
42746	MtrunA17_Chr8g0373971
42747	MtrunA17_Chr8g0373991
42748	MtrunA17_Chr8g0374001
42749	MtrunA17_Chr8g0374011
42750	MtrunA17_Chr8g0374021
42751	MtrunA17_Chr8g0374031
42752	MtrunA17_Chr8g0374041
42753	MtrunA17_Chr8g0374051
42754	MtrunA17_Chr8g0374061
42755	MtrunA17_Chr8g0374071
42756	MtrunA17_Chr8g0374081
42757	MtrunA17_Chr8g0374091
42758	MtrunA17_Chr8g0374101
42759	MtrunA17_Chr8g0374111
42760	MtrunA17_Chr8g0374121
42761	MtrunA17_Chr8g0374131
42762	MtrunA17_Chr8g0374141
42763	MtrunA17_Chr8g0374151
42764	MtrunA17_Chr8g0374161
42765	MtrunA17_Chr8g0374171
42766	MtrunA17_Chr8g0374181
42767	MtrunA17_Chr8g0374191
42768	MtrunA17_Chr8g0374211
42769	MtrunA17_Chr8g0374231
42770	MtrunA17_Chr8g0374241
42771	MtrunA17_Chr8g0374251
42772	MtrunA17_Chr8g0374261
42773	MtrunA17_Chr8g0374271
42774	MtrunA17_Chr8g0374291
42775	MtrunA17_Chr8g0374301
42776	MtrunA17_Chr8g0374311
42777	MtrunA17_Chr8g0374321
42778	MtrunA17_Chr8g0374331
42779	MtrunA17_Chr8g0374341
42780	MtrunA17_Chr8g0374351
42781	MtrunA17_Chr8g0374361
42782	MtrunA17_Chr8g0374371
42783	MtrunA17_Chr8g0374381
42784	MtrunA17_Chr8g0374391
42785	MtrunA17_Chr8g0374411
42786	MtrunA17_Chr8g0374421
42787	MtrunA17_Chr8g0374431
42788	MtrunA17_Chr8g0374441
42789	MtrunA17_Chr8g0374451
42790	MtrunA17_Chr8g0374461
42791	MtrunA17_Chr8g0374471
42792	MtrunA17_Chr8g0374481
42793	MtrunA17_Chr8g0374491
42794	MtrunA17_Chr8g0374501
42795	MtrunA17_Chr8g0374511
42796	MtrunA17_Chr8g0374521
42797	MtrunA17_Chr8g0374531
42798	MtrunA17_Chr8g0374541
42799	MtrunA17_Chr8g0374551
42800	MtrunA17_Chr8g0374561
42801	MtrunA17_Chr8g0374571
42802	MtrunA17_Chr8g0374581
42803	MtrunA17_Chr8g0374591
42804	MtrunA17_Chr8g0374601
42805	MtrunA17_Chr8g0374611
42806	MtrunA17_Chr8g0374621
42807	MtrunA17_Chr8g0374631
42808	MtrunA17_Chr8g0374641
42809	MtrunA17_Chr8g0374651
42810	MtrunA17_Chr8g0374661
42811	MtrunA17_Chr8g0374671
42812	MtrunA17_Chr8g0374681
42813	MtrunA17_Chr8g0374691
42814	MtrunA17_Chr8g0374701
42815	MtrunA17_Chr8g0374711
42816	MtrunA17_Chr8g0374721
42817	MtrunA17_Chr8g0374731
42818	MtrunA17_Chr8g0374741
42819	MtrunA17_Chr8g0374751
42820	MtrunA17_Chr8g0374771
42821	MtrunA17_Chr8g0374781
42822	MtrunA17_Chr8g0374791
42823	MtrunA17_Chr8g0374801
42824	MtrunA17_Chr8g0374811
42825	MtrunA17_Chr8g0374821
42826	MtrunA17_Chr8g0374831
42827	MtrunA17_Chr8g0374841
42828	MtrunA17_Chr8g0374851
42829	MtrunA17_Chr8g0374861
42830	MtrunA17_Chr8g0374871
42831	MtrunA17_Chr8g0374901
42832	MtrunA17_Chr8g0374911
42833	MtrunA17_Chr8g0374921
42834	MtrunA17_Chr8g0374931
42835	MtrunA17_Chr8g0374941
42836	MtrunA17_Chr8g0374951
42837	MtrunA17_Chr8g0374961
42838	MtrunA17_Chr8g0374971
42839	MtrunA17_Chr8g0374981
42840	MtrunA17_Chr8g0374991
42841	MtrunA17_Chr8g0375001
42842	MtrunA17_Chr8g0375011
42843	MtrunA17_Chr8g0375021
42844	MtrunA17_Chr8g0375031
42845	MtrunA17_Chr8g0375041
42846	MtrunA17_Chr8g0375051
42847	MtrunA17_Chr8g0375061
42848	MtrunA17_Chr8g0375071
42849	MtrunA17_Chr8g0375081
42850	MtrunA17_Chr8g0375091
42851	MtrunA17_Chr8g0375101
42852	MtrunA17_Chr8g0375121
42853	MtrunA17_Chr8g0375141
42854	MtrunA17_Chr8g0375151
42855	MtrunA17_Chr8g0375171
42856	MtrunA17_Chr8g0375181
42857	MtrunA17_Chr8g0375191
42858	MtrunA17_Chr8g0375201
42859	MtrunA17_Chr8g0375211
42860	MtrunA17_Chr8g0375221
42861	MtrunA17_Chr8g0375231
42862	MtrunA17_Chr8g0375241
42863	MtrunA17_Chr8g0375251
42864	MtrunA17_Chr8g0375261
42865	MtrunA17_Chr8g0375271
42866	MtrunA17_Chr8g0375281
42867	MtrunA17_Chr8g0375291
42868	MtrunA17_Chr8g0375301
42869	MtrunA17_Chr8g0375311
42870	MtrunA17_Chr8g0375321
42871	MtrunA17_Chr8g0375331
42872	MtrunA17_Chr8g0375341
42873	MtrunA17_Chr8g0375351
42874	MtrunA17_Chr8g0375361
42875	MtrunA17_Chr8g0375381
42876	MtrunA17_Chr8g0375391
42877	MtrunA17_Chr8g0375401
42878	MtrunA17_Chr8g0375411
42879	MtrunA17_Chr8g0375421
42880	MtrunA17_Chr8g0375441
42881	MtrunA17_Chr8g0375451
42882	MtrunA17_Chr8g0375461
42883	MtrunA17_Chr8g0375481
42884	MtrunA17_Chr8g0375491
42885	MtrunA17_Chr8g0375501
42886	MtrunA17_Chr8g0375511
42887	MtrunA17_Chr8g0375521
42888	MtrunA17_Chr8g0375531
42889	MtrunA17_Chr8g0375541
42890	MtrunA17_Chr8g0375551
42891	MtrunA17_Chr8g0375561
42892	MtrunA17_Chr8g0375571
42893	MtrunA17_Chr8g0375581
42894	MtrunA17_Chr8g0375591
42895	MtrunA17_Chr8g0375601
42896	MtrunA17_Chr8g0375611
42897	MtrunA17_Chr8g0375621
42898	MtrunA17_Chr8g0375641
42899	MtrunA17_Chr8g0375651
42900	MtrunA17_Chr8g0375661
42901	MtrunA17_Chr8g0375671
42902	MtrunA17_Chr8g0375681
42903	MtrunA17_Chr8g0375691
42904	MtrunA17_Chr8g0375701
42905	MtrunA17_Chr8g0375721
42906	MtrunA17_Chr8g0375731
42907	MtrunA17_Chr8g0375741
42908	MtrunA17_Chr8g0375751
42909	MtrunA17_Chr8g0375761
42910	MtrunA17_Chr8g0375771
42911	MtrunA17_Chr8g0375781
42912	MtrunA17_Chr8g0375791
42913	MtrunA17_Chr8g0375811
42914	MtrunA17_Chr8g0375821
42915	MtrunA17_Chr8g0375831
42916	MtrunA17_Chr8g0375841
42917	MtrunA17_Chr8g0375851
42918	MtrunA17_Chr8g0375861
42919	MtrunA17_Chr8g0375871
42920	MtrunA17_Chr8g0375881
42921	MtrunA17_Chr8g0375891
42922	MtrunA17_Chr8g0375901
42923	MtrunA17_Chr8g0375911
42924	MtrunA17_Chr8g0375921
42925	MtrunA17_Chr8g0375931
42926	MtrunA17_Chr8g0375941
42927	MtrunA17_Chr8g0375961
42928	MtrunA17_Chr8g0375971
42929	MtrunA17_Chr8g0375981
42930	MtrunA17_Chr8g0375991
42931	MtrunA17_Chr8g0376001
42932	MtrunA17_Chr8g0376011
42933	MtrunA17_Chr8g0376021
42934	MtrunA17_Chr8g0376041
42935	MtrunA17_Chr8g0376051
42936	MtrunA17_Chr8g0376061
42937	MtrunA17_Chr8g0376071
42938	MtrunA17_Chr8g0376081
42939	MtrunA17_Chr8g0376091
42940	MtrunA17_Chr8g0376101
42941	MtrunA17_Chr8g0376111
42942	MtrunA17_Chr8g0376131
42943	MtrunA17_Chr8g0376141
42944	MtrunA17_Chr8g0376151
42945	MtrunA17_Chr8g0376161
42946	MtrunA17_Chr8g0376171
42947	MtrunA17_Chr8g0376181
42948	MtrunA17_Chr8g0376191
42949	MtrunA17_Chr8g0376201
42950	MtrunA17_Chr8g0376211
42951	MtrunA17_Chr8g0376221
42952	MtrunA17_Chr8g0376231
42953	MtrunA17_Chr8g0376241
42954	MtrunA17_Chr8g0376251
42955	MtrunA17_Chr8g0376261
42956	MtrunA17_Chr8g0376271
42957	MtrunA17_Chr8g0376291
42958	MtrunA17_Chr8g0376301
42959	MtrunA17_Chr8g0376311
42960	MtrunA17_Chr8g0376321
42961	MtrunA17_Chr8g0376331
42962	MtrunA17_Chr8g0376341
42963	MtrunA17_Chr8g0376351
42964	MtrunA17_Chr8g0376361
42965	MtrunA17_Chr8g0376381
42966	MtrunA17_Chr8g0376391
42967	MtrunA17_Chr8g0376401
42968	MtrunA17_Chr8g0376411
42969	MtrunA17_Chr8g0376421
42970	MtrunA17_Chr8g0376431
42971	MtrunA17_Chr8g0376441
42972	MtrunA17_Chr8g0376451
42973	MtrunA17_Chr8g0376461
42974	MtrunA17_Chr8g0376471
42975	MtrunA17_Chr8g0376481
42976	MtrunA17_Chr8g0376491
42977	MtrunA17_Chr8g0376501
42978	MtrunA17_Chr8g0376511
42979	MtrunA17_Chr8g0376521
42980	MtrunA17_Chr8g0376531
42981	MtrunA17_Chr8g0376541
42982	MtrunA17_Chr8g0376551
42983	MtrunA17_Chr8g0376561
42984	MtrunA17_Chr8g0376571
42985	MtrunA17_Chr8g0376581
42986	MtrunA17_Chr8g0376591
42987	MtrunA17_Chr8g0376601
42988	MtrunA17_Chr8g0376611
42989	MtrunA17_Chr8g0376621
42990	MtrunA17_Chr8g0376631
42991	MtrunA17_Chr8g0376641
42992	MtrunA17_Chr8g0376651
42993	MtrunA17_Chr8g0376661
42994	MtrunA17_Chr8g0376671
42995	MtrunA17_Chr8g0376681
42996	MtrunA17_Chr8g0376691
42997	MtrunA17_Chr8g0376701
42998	MtrunA17_Chr8g0376711
42999	MtrunA17_Chr8g0376721
43000	MtrunA17_Chr8g0376741
43001	MtrunA17_Chr8g0376751
43002	MtrunA17_Chr8g0376771
43003	MtrunA17_Chr8g0376781
43004	MtrunA17_Chr8g0376791
43005	MtrunA17_Chr8g0376801
43006	MtrunA17_Chr8g0376821
43007	MtrunA17_Chr8g0376831
43008	MtrunA17_Chr8g0376841
43009	MtrunA17_Chr8g0376851
43010	MtrunA17_Chr8g0376861
43011	MtrunA17_Chr8g0376871
43012	MtrunA17_Chr8g0376881
43013	MtrunA17_Chr8g0376891
43014	MtrunA17_Chr8g0376901
43015	MtrunA17_Chr8g0376911
43016	MtrunA17_Chr8g0376921
43017	MtrunA17_Chr8g0376931
43018	MtrunA17_Chr8g0376941
43019	MtrunA17_Chr8g0376951
43020	MtrunA17_Chr8g0376961
43021	MtrunA17_Chr8g0376971
43022	MtrunA17_Chr8g0376981
43023	MtrunA17_Chr8g0376991
43024	MtrunA17_Chr8g0377011
43025	MtrunA17_Chr8g0377021
43026	MtrunA17_Chr8g0377031
43027	MtrunA17_Chr8g0377041
43028	MtrunA17_Chr8g0377061
43029	MtrunA17_Chr8g0377071
43030	MtrunA17_Chr8g0377081
43031	MtrunA17_Chr8g0377091
43032	MtrunA17_Chr8g0377101
43033	MtrunA17_Chr8g0377111
43034	MtrunA17_Chr8g0377121
43035	MtrunA17_Chr8g0377131
43036	MtrunA17_Chr8g0377141
43037	MtrunA17_Chr8g0377151
43038	MtrunA17_Chr8g0377161
43039	MtrunA17_Chr8g0377171
43040	MtrunA17_Chr8g0377181
43041	MtrunA17_Chr8g0377191
43042	MtrunA17_Chr8g0377201
43043	MtrunA17_Chr8g0377211
43044	MtrunA17_Chr8g0377221
43045	MtrunA17_Chr8g0377231
43046	MtrunA17_Chr8g0377241
43047	MtrunA17_Chr8g0377251
43048	MtrunA17_Chr8g0377281
43049	MtrunA17_Chr8g0377291
43050	MtrunA17_Chr8g0377301
43051	MtrunA17_Chr8g0377311
43052	MtrunA17_Chr8g0377321
43053	MtrunA17_Chr8g0377331
43054	MtrunA17_Chr8g0377341
43055	MtrunA17_Chr8g0377351
43056	MtrunA17_Chr8g0377361
43057	MtrunA17_Chr8g0377371
43058	MtrunA17_Chr8g0377381
